Distance,curvature,predicted_speed
0.0,-0.0005233220044509127,156.82974779875957
9.39986454827737,-0.0007830593530922145,132.12856123517588
18.80712691092945,-0.0010389392915314893,173.92934897554704
28.22177693711093,-0.00103256123736991,173.92934897554704
37.64379197463246,-0.0010263162293496374,174.26975697331594
47.07313721576673,-0.00102020716320273,174.26975697331594
56.509766041340015,-0.0010142367335210557,174.56048293518853
65.95362036297814,-0.0010084074435788408,174.56048293518853
75.40463096340166,-0.001002721614961435,174.56048293518853
84.86271783467683,-0.000997181397016422,174.5467303232995
94.32779051433417,-0.0009917887760865106,174.30699545453157
103.79974841929563,-0.000986545584495189,174.30699545453157
113.27848117755427,-0.0009814535093097345,160.70775179427525
122.76386895755991,-0.0009765141008365284,160.60238514135622
132.25578279528722,-0.000971728780847928,154.43366996190002
141.75408491896025,-0.000967098850543582,154.31156084490934
151.25862907143076,-0.0009626254982232028,149.952508401284
160.76926083020672,-0.000958309806675025,146.06228270199446
170.28581792514228,-0.0009541527602835986,141.25448079283774
179.80813055380924,-0.0009501552518449961,139.91750740952256
189.33602169457728,-0.000946318089084609,139.95688822489163
198.8693074174359,-0.0009426420008973579,139.91977195002772
208.40779719260138,-0.0009391276432777478,138.24034703294342
217.95129419695797,-0.0009357756049688751,134.98060544968703
227.49959561839057,-0.0009325864128466335,134.5670323065428
237.05249295806422,-0.0009295605369862171,135.16478449141917
246.6097723307242,-0.0009266983954578692,135.18608603417587
256.17121476308375,-0.0009240003588602546,134.9287515471195
265.7365964903796,-0.0009214667545629855,134.4416372935146
275.30568925117205,-0.0009190978706749508,133.6730022216138
284.8782605804798,-0.0009168939597571638,134.0290622780226
294.4540741013357,-0.0009148552422691852,134.99160391639333
304.0328898148555,-0.0009129819097511488,135.13099749790507
313.6144643889172,-0.0009112741277525617,135.27914783360345
323.1985514455464,-0.0009097320385040947,135.27914783360345
332.7849018471128,-0.000908355763351176,130.96020470646437
342.37326398143875,-0.000907145404926554,125.3561260323628
351.9633840459228,-0.0009061010490879775,113.81302724473127
361.55500633079276,-0.0009052227666266487,107.11325660354767
371.14787350158963,-0.0009045106147081098,103.32805154900176
380.741726880999,-0.0009039646381070335,99.73700433544802
390.3363067301361,-0.0009035848701967733,99.17514377457421
399.9313525294009,-0.0009033713336941715,98.36922937041336
409.5266032590163,-0.0009033240412021339,98.28211198795283
419.12179767935913,-0.0009034429954984522,98.24033492215065
428.71667461120654,-0.0009037281895912876,98.7481636434071
438.3109732160023,-0.0009041796065626319,99.05096671494525
447.90443327626366,-0.0009047972191843436,101.94796437838153
457.4967954762423,-0.0009055809892770261,104.80541352022477
467.08780168295186,-0.0009065308668540162,108.82960905176853
476.6771952276734,-0.0009076467890426415,110.08269833157436
486.2647211880564,-0.0009089286787506551,115.42618763499644
495.8501266709168,-0.0009103764431109931,119.39381314218355
505.43316109585646,-0.0009119899716767063,119.39381314218355
515.0135764797964,-0.0009137691343784449,119.39381314218355
524.591127722541,-0.0009157137792487464,119.28066744147907
534.1655728934751,-0.0009178237298778281,119.18178608268926
543.7366735194942,-0.0009200987826316678,119.41021932323872
553.3041948742728,-0.0009225387036196019,120.077318142661
562.867906268959,-0.0009251432253925099,120.27535434695393
572.4275813444036,-0.0009279120433917339,120.61282587500305
581.9829983650001,-0.000930844812117532,120.44412181290417
591.5339405142305,-0.0009339411410410369,122.11575669923671
601.0801961920029,-0.0009372005902451428,125.51619784648709
610.6215593138529,-0.0009406226657779861,129.37530324708143
620.1578296120894,-0.0009442068147360978,132.4897186470856
629.6888129389505,-0.0009479524200575168,132.7390746419075
639.214321571839,-0.000951858795034744,132.85710123213525
648.7341745206888,-0.000955925177540446,137.8462453289665
658.2481978375223,-0.0009601507239572919,137.97695863487783
667.756224928242,-0.000964534502825435,141.1590478243832
677.2580968666931,-0.0009690754881969951,143.63234392649082
686.7536627110309,-0.0009737725526894677,143.99985483913616
696.2427798224187,-0.0009786244602598966,143.19868799521836
705.7253141860681,-0.0009836298586917357,139.75329691702223
715.2011407346288,-0.0009887872717993789,136.24193013728333
724.6701436739239,-0.0009940950913495089,132.24447945300278
734.1322168110225,-0.0009995515687179332,132.1264795837032
743.5872638846168,-0.0010051548062803906,132.08006588759793
753.0351988976762,-0.001010902748541493,131.85728572475745
762.475946452328,-0.001016793173055096,131.62542302806776
771.909442086903,-0.001022823681092683,131.94626478016235
781.3356326150787,-0.0010289916880975298,135.0243921226963
790.7544764670272,-0.0010352944139893601,134.44046554353787
800.1659440324727,-0.0010417012692764422,134.6490451888656
809.5700180055359,-0.0010472686838052336,137.73655606852043
818.966703840619,-0.0010499247897785304,138.24583050188915
828.3563459462151,-0.0010492608535626847,138.24583050188915
837.7396787573912,-0.0010471251394756592,155.91879537540112
847.1174508660324,-0.0010446845727786482,157.02863911027006
856.490401625682,-0.0010420093620115266,157.73610024729797
865.8592610077196,-0.0010391042502494688,157.98689252235297
875.2247494645309,-0.0010359742075063526,157.98689252235297
884.5875777997483,-0.001032624416012193,158.2733733879188
893.9484470456359,-0.0010290602551730707,159.7471493752296
903.3080483476674,-0.0010252872863262049,154.67129998397218
912.6670628563387,-0.0010213112373435953,156.2732794855625
922.0261616262313,-0.0010171379871342966,157.83789694152452
931.3860055223373,-0.0010127735501469827,160.74593732560044
940.7472451336382,-0.001008224060902554,161.6794384862386
950.110520693913,-0.0010034957586358651,162.17278378958818
959.4764620097387,-0.0009985949721068776,161.76255588710802
968.8456883956425,-0.0009935281046219414,160.4626192709662
978.2188086163274,-0.0009883016193200373,160.5437355158642
987.5964208359162,-0.00098292202479214,161.31206920023962
996.9791125741103,-0.000977395861053617,161.1777599606672
1006.3674606691811,-0.0009717296859055696,160.76184345719537
1015.7620312476771,-0.0009659300617582797,138.13779082405864
1025.1633797007335,-0.0009600035429121813,131.5563821825238
1034.572050666859,-0.0009539566633330651,115.20577039821029
1043.9885780210661,-0.0009477959249654211,113.45920576740069
1053.4134848702001,-0.0009415277865794479,111.27129308791707
1062.8472835543191,-0.000935158653180143,104.78258348245481
1072.2904756539767,-0.0009286948660100307,101.8590133493786
1081.7435520032302,-0.0009221426931084236,93.76124226707661
1091.2069927082305,-0.0009155083204862884,91.93815698968662
1100.681267171206,-0.0009087978438933683,91.93815698968662
1110.166834119672,-0.0009020172611614654,87.02919742319463
1119.664141640694,-0.0008951724651760157,86.46521062160394
1129.1736272200158,-0.0008882692374025459,86.35900060451102
1138.6957177858833,-0.0008813132420148012,86.48989313824231
1148.2308297573659,-0.0008743100205966288,88.49458988262951
1157.7793690970072,-0.0008672649873738203,91.00538670402875
1167.34173136761,-0.000860183425031281,92.10882933966981
1176.918301792976,-0.0008530704810408258,92.73513847191214
1186.5094553224192,-0.0008459311644964162,93.13569115743756
1196.1155566988637,-0.0008387703434526388,94.27180353950533
1205.7369605303527,-0.0008315927427473407,94.27180353950533
1215.3740113647839,-0.0008244029422802946,94.27180353950533
1225.0270437676961,-0.0008172053756974604,94.27180353950533
1234.6963824029335,-0.0008100043295398606,96.45682015145576
1244.3823421160141,-0.0008028039427570148,96.93113398093881
1254.0852280200327,-0.0007956082065822943,99.23751767529816
1263.8053355839347,-0.0007884209647979259,102.02855257746086
1273.542950722997,-0.0007812459142789892,105.07212153985868
1283.2983498913545,-0.0007740866058783119,105.07212153985868
1293.0718001764283,-0.0007669464456007109,105.07212153985868
1302.8635593950873,-0.0007598286960081469,120.94697029267925
1312.673876191411,-0.0007527364778969404,130.71820596320532
1322.5029901359035,-0.0007456727721881736,131.3808012502093
1332.3511318260232,-0.0007386404220252373,131.3808012502093
1342.218522987895,-0.0007316421350513218,133.766191342507
1352.1053765790678,-0.0007246804858541583,136.4227489103301
1362.0118968922047,-0.0007177579185664476,141.1039971748331
1371.9382796595723,-0.0007108767495802797,141.54227011530125
1381.8847121582246,-0.0007040391703960137,141.54227011530125
1391.851373315758,-0.0006972472505609773,141.99497738932664
1401.83843381654,-0.0006905029406897147,146.75047890611367
1411.8460562083053,-0.0006838080755670972,150.51577970763395
1421.8743950090152,-0.0006771643772943527,151.8566688176203
1431.9235968138955,-0.0006705734584885703,152.8351172723294
1441.9938004025564,-0.0006640368255190808,153.1518948678792
1452.0851368461115,-0.0006575558817514116,153.81247891005347
1462.1977296142113,-0.0006511319308244068,154.0359625510659
1472.3316946819202,-0.0006447661799152647,155.4623779878939
1482.487140636352,-0.0006384597429962531,155.89589986305657
1492.6641687830088,-0.0006322136440992849,155.83839146850997
1502.8628732517434,-0.0006260288205297489,159.66081000956333
